Date,TIME,YYYY,MM,DD,HH,MIN,DOW,SEVERITY,ACCIDENT_T,ACCIDENT_D,VEHICLES,CASUALTIES,PEDESTRIAN,CYCLES,MCYCLES,CHILDREN,OAPS,RENDER,Location 1
05/02/2012 12:00:00 AM,10:48,2012,5,2,10,48,2,Slight Injury,NT,Nose to Tail Collision,2,2,0,0,0,1,0,CARS,"(51.434452999999998, -2.6141150999999998)"
05/02/2012 12:00:00 AM,17:05,2012,5,2,17,5,2,Slight Injury,J1,Turning movement from major road,2,1,0,1,0,0,0,CYC,"(51.486238, -2.5856035999999998)"
05/05/2012 12:00:00 AM,11:30,2012,5,5,11,30,5,Slight Injury,C,Child Pedestrian Injury,1,1,1,0,0,1,0,C,"(51.411617, -2.5691923999999999)"
03/24/2012 12:00:00 AM,20:10,2012,3,24,20,10,5,Slight Injury,J,Turning movement with unidentified Priority,2,2,0,1,0,0,0,CYC,"(51.447682, -2.5821312999999999)"
05/11/2012 12:00:00 AM,14:45,2012,5,11,14,45,4,Fatal Injury,NONE,Other,1,1,0,0,0,1,0,CARS,"(51.411406999999997, -2.5413386999999998)"
05/15/2012 12:00:00 AM,13:30,2012,5,15,13,30,1,Slight Injury,C,Child Pedestrian Injury,2,2,1,0,0,1,0,C,"(51.482191, -2.5712950000000001)"
05/16/2012 12:00:00 AM,09:00,2012,5,16,9,0,2,Slight Injury,J1,Turning movement from major road,2,1,0,1,0,0,0,CYC,"(51.466582000000002, -2.5210314999999999)"
05/16/2012 12:00:00 AM,21:35,2012,5,16,21,35,2,Slight Injury,NT,Nose to Tail Collision,2,2,0,0,0,0,0,CARS,"(51.470728999999999, -2.5204740000000001)"
03/26/2012 12:00:00 AM,08:50,2012,3,26,8,50,0,Slight Injury,O,Overtaking,3,1,0,1,1,0,0,CYC,"(51.483257000000002, -2.5198535)"
04/24/2012 12:00:00 AM,11:25,2012,4,24,11,25,1,Slight Injury,J1,Turning movement from major road,2,1,0,0,0,0,0,CARS,"(51.431939999999997, -2.6082122999999999)"
04/26/2012 12:00:00 AM,12:50,2012,4,26,12,50,3,Serious Injury,E,Elderly Pedestrian Injury,1,1,1,0,0,0,1,E,"(51.453212999999998, -2.5978740999999999)"
05/17/2012 12:00:00 AM,11:30,2012,5,17,11,30,3,Slight Injury,J1,Turning movement from major road,2,1,0,0,0,0,0,CARS,"(51.412481999999997, -2.5612661000000001)"
05/19/2012 12:00:00 AM,17:40,2012,5,19,17,40,5,Slight Injury,NT,Nose to Tail Collision,2,1,0,0,0,0,0,CARS,"(51.444339999999997, -2.6201327999999999)"
05/19/2012 12:00:00 AM,15:45,2012,5,19,15,45,5,Slight Injury,J2,Turning movement from minor road,2,2,0,0,0,0,0,CARS,"(51.443947999999999, -2.6227461999999999)"
05/20/2012 12:00:00 AM,18:50,2012,5,20,18,50,6,Slight Injury,NT,Nose to Tail Collision,2,1,0,0,0,0,0,CARS,"(51.475178999999997, -2.5634754000000002)"
03/06/2012 12:00:00 AM,11:15,2012,3,6,11,15,1,Slight Injury,NONE,Other,2,1,0,1,0,0,0,CYC,"(51.463766, -2.6175172)"
03/22/2012 12:00:00 AM,08:30,2012,3,22,8,30,3,Serious Injury,J1,Turning movement from major road,2,1,0,1,0,0,0,CYC,"(51.460970000000003, -2.5293160000000001)"
03/20/2012 12:00:00 AM,08:58,2012,3,20,8,58,1,Slight Injury,NONE,Other,2,1,0,1,0,1,0,CYC,"(51.466008000000002, -2.5690773999999998)"
02/20/2012 12:00:00 AM,08:24,2012,2,20,8,24,0,Slight Injury,J,Turning movement with unidentified Priority,2,1,0,0,0,0,0,CARS,"(51.475354000000003, -2.5607274000000002)"
04/02/2012 12:00:00 AM,10:42,2012,4,2,10,42,0,Serious Injury,O,Overtaking,2,1,0,1,0,0,0,CYC,"(51.460115000000002, -2.5843478000000002)"
03/30/2012 12:00:00 AM,08:40,2012,3,30,8,40,4,Slight Injury,J,Turning movement with unidentified Priority,2,1,0,0,0,0,0,CARS,"(51.441191000000003, -2.5405399000000002)"
03/15/2012 12:00:00 AM,13:23,2012,3,15,13,23,3,Slight Injury,NT,Nose to Tail Collision,2,2,0,0,0,0,1,CARS,"(51.515422000000001, -2.6933126999999999)"
03/15/2012 12:00:00 AM,18:08,2012,3,15,18,8,3,Slight Injury,J1,Turning movement from major road,2,2,0,0,0,0,0,CARS,"(51.441752999999999, -2.6195653999999999)"
03/21/2012 12:00:00 AM,17:00,2012,3,21,17,0,2,Slight Injury,NT,Nose to Tail Collision,2,1,0,0,0,0,0,CARS,"(51.459453000000003, -2.5872180999999999)"
03/13/2012 12:00:00 AM,08:45,2012,3,13,8,45,1,Slight Injury,J1,Turning movement from major road,2,1,0,0,1,0,0,MCYC,"(51.462212999999998, -2.5909960999999999)"
03/24/2012 12:00:00 AM,22:39,2012,3,24,22,39,5,Slight Injury,LC,Loss Of Control,2,1,0,0,1,0,0,MCYC,"(51.485343, -2.5792986)"
03/24/2012 12:00:00 AM,11:00,2012,3,24,11,0,5,Slight Injury,NONE,Other,1,1,0,0,0,0,0,CARS,"(51.446502000000002, -2.5966928)"
04/04/2012 12:00:00 AM,20:10,2012,4,4,20,10,2,Slight Injury,NONE,Other,2,1,0,1,0,0,0,CYC,"(51.462505, -2.5901073999999999)"
04/04/2012 12:00:00 AM,18:55,2012,4,4,18,55,2,Slight Injury,J,Turning movement with unidentified Priority,2,1,0,0,0,0,0,CARS,"(51.475327999999998, -2.5605543000000002)"
04/08/2012 12:00:00 AM,16:56,2012,4,8,16,56,6,Slight Injury,NT,Nose to Tail Collision,2,1,0,0,0,0,0,CARS,"(51.427326999999998, -2.6167524000000002)"
02/28/2012 12:00:00 AM,15:30,2012,2,28,15,30,1,Slight Injury,J,Turning movement with unidentified Priority,2,1,0,0,1,0,0,MCYC,"(51.469710999999997, -2.5504221)"
03/29/2012 12:00:00 AM,08:40,2012,3,29,8,40,3,Slight Injury,J,Turning movement with unidentified Priority,2,1,0,0,1,0,0,MCYC,"(51.477822000000003, -2.5329526000000002)"
04/09/2012 12:00:00 AM,04:05,2012,4,9,4,5,0,Slight Injury,NT,Nose to Tail Collision,3,1,0,0,0,0,0,CARS,"(51.433832000000002, -2.5661887000000001)"
04/11/2012 12:00:00 AM,09:50,2012,4,11,9,50,2,Slight Injury,A,Adult Pedestrian Injury,2,1,1,0,0,0,0,A,"(51.480792000000001, -2.5885722000000002)"
03/12/2012 12:00:00 AM,10:05,2012,3,12,10,5,0,Slight Injury,NT,Nose to Tail Collision,2,1,0,0,1,0,1,MCYC,"(51.441023000000001, -2.6009665000000002)"
03/20/2012 12:00:00 AM,06:53,2012,3,20,6,53,1,Slight Injury,J2,Turning movement from minor road,2,2,0,0,0,0,0,CARS,"(51.459119999999999, -2.5406654)"
04/11/2012 12:00:00 AM,10:30,2012,4,11,10,30,2,Slight Injury,J,Turning movement with unidentified Priority,2,1,0,1,0,0,0,CYC,"(51.480549000000003, -2.5886699000000002)"
03/27/2012 12:00:00 AM,18:30,2012,3,27,18,30,1,Slight Injury,J1,Turning movement from major road,2,1,0,1,0,0,0,CYC,"(51.468972999999998, -2.5929405999999999)"
03/27/2012 12:00:00 AM,07:27,2012,3,27,7,27,1,Slight Injury,LC,Loss Of Control,3,1,0,0,0,0,0,CARS,"(51.463881999999998, -2.5567289)"
03/28/2012 12:00:00 AM,09:00,2012,3,28,9,0,2,Slight Injury,J1,Turning movement from major road,2,1,0,1,0,0,0,CYC,"(51.441752999999999, -2.6195797999999999)"
03/16/2012 12:00:00 AM,12:25,2012,3,16,12,25,4,Slight Injury,NONE,Other,3,2,0,0,0,0,0,CARS,"(51.510489, -2.6188406)"
03/28/2012 12:00:00 AM,08:00,2012,3,28,8,0,2,Slight Injury,HO,Head On Collision,2,1,0,0,0,0,0,CARS,"(51.440199999999997, -2.6087250000000002)"
03/30/2012 12:00:00 AM,07:40,2012,3,30,7,40,4,Serious Injury,J2,Turning movement from minor road,2,1,0,1,0,0,0,CYC,"(51.435361999999998, -2.5526703999999998)"
04/13/2012 12:00:00 AM,15:45,2012,4,13,15,45,4,Serious Injury,A,Adult Pedestrian Injury,1,1,1,0,0,0,0,A,"(51.471701000000003, -2.5517706000000002)"
04/14/2012 12:00:00 AM,09:22,2012,4,14,9,22,5,Slight Injury,J2,Turning movement from minor road,2,1,0,1,0,0,1,CYC,"(51.434130000000003, -2.5525692000000002)"
04/02/2012 12:00:00 AM,13:15,2012,4,2,13,15,0,Slight Injury,J1,Turning movement from major road,2,2,0,0,0,0,0,CARS,"(51.506149000000001, -2.6968315999999999)"
04/03/2012 12:00:00 AM,09:40,2012,4,3,9,40,1,Slight Injury,NT,Nose to Tail Collision,2,1,0,0,0,0,0,CARS,"(51.437427999999997, -2.5844898000000001)"
04/01/2012 12:00:00 AM,03:23,2012,4,1,3,23,6,Slight Injury,A,Adult Pedestrian Injury,1,1,1,0,0,0,0,A,"(51.454321999999998, -2.6025516)"
03/24/2012 12:00:00 AM,13:30,2012,3,24,13,30,5,Slight Injury,E,Elderly Pedestrian Injury,1,1,1,0,0,0,1,E,"(51.452466000000001, -2.5979939000000001)"
04/11/2012 12:00:00 AM,18:03,2012,4,11,18,3,2,Serious Injury,J2,Turning movement from minor road,2,1,0,0,0,0,1,CARS,"(51.451332000000001, -2.5618433)"
04/01/2012 12:00:00 AM,21:10,2012,4,1,21,10,6,Slight Injury,LC,Loss Of Control,1,3,0,0,0,0,0,CARS,"(51.505110999999999, -2.6155259000000002)"
04/01/2012 12:00:00 AM,20:33,2012,4,1,20,33,6,Slight Injury,O,Overtaking,2,1,0,1,0,0,0,CYC,"(51.505676000000001, -2.6158073000000002)"
03/17/2012 12:00:00 AM,08:51,2012,3,17,8,51,5,Slight Injury,J2,Turning movement from minor road,2,2,0,0,0,0,2,CARS,"(51.472988999999998, -2.6282242)"
04/02/2012 12:00:00 AM,15:35,2012,4,2,15,35,0,Slight Injury,NT,Nose to Tail Collision,2,1,0,0,0,0,0,CARS,"(51.414113, -2.6075010999999999)"
03/20/2012 12:00:00 AM,13:01,2012,3,20,13,1,1,Slight Injury,J,Turning movement with unidentified Priority,2,1,0,0,1,0,0,MCYC,"(51.469686000000003, -2.5651785)"
03/03/2012 12:00:00 AM,05:30,2012,3,3,5,30,5,Slight Injury,A,Adult Pedestrian Injury,1,1,1,0,0,0,0,A,"(51.473998000000002, -2.5642239)"
04/02/2012 12:00:00 AM,12:20,2012,4,2,12,20,0,Slight Injury,E,Elderly Pedestrian Injury,1,1,1,0,0,0,1,E,"(51.457918999999997, -2.5865219000000002)"
04/16/2012 12:00:00 AM,13:15,2012,4,16,13,15,0,Slight Injury,NONE,Other,2,1,0,1,0,0,0,CYC,"(51.459784999999997, -2.6085105999999998)"
04/12/2012 12:00:00 AM,15:15,2012,4,12,15,15,3,Slight Injury,NT,Nose to Tail Collision,3,1,0,0,0,0,1,CARS,"(51.459417000000002, -2.5890599999999999)"
03/23/2012 12:00:00 AM,18:55,2012,3,23,18,55,4,Slight Injury,J,Turning movement with unidentified Priority,2,1,0,0,1,0,0,MCYC,"(51.458278999999997, -2.5718887000000001)"
04/13/2012 12:00:00 AM,15:17,2012,4,13,15,17,4,Slight Injury,C,Child Pedestrian Injury,1,1,1,0,0,1,0,C,"(51.430585000000001, -2.5435218000000002)"
03/23/2012 12:00:00 AM,14:08,2012,3,23,14,8,4,Slight Injury,J,Turning movement with unidentified Priority,2,1,0,0,1,0,0,MCYC,"(51.445428999999997, -2.5848941000000001)"
03/24/2012 12:00:00 AM,22:09,2012,3,24,22,9,5,Slight Injury,NT,Nose to Tail Collision,3,1,0,0,0,0,0,CARS,"(51.456814999999999, -2.6073628000000002)"
04/11/2012 12:00:00 AM,23:00,2012,4,11,23,0,2,Slight Injury,A,Adult Pedestrian Injury,1,1,1,0,0,0,0,A,"(51.475164999999997, -2.5319569)"
04/18/2012 12:00:00 AM,12:00,2012,4,18,12,0,2,Slight Injury,NT,Nose to Tail Collision,2,1,0,0,0,1,0,CARS,"(51.486868999999999, -2.6550159)"
03/24/2012 12:00:00 AM,18:10,2012,3,24,18,10,5,Serious Injury,NONE,Other,2,1,0,1,0,1,0,CYC,"(51.484135000000002, -2.5689863000000002)"
04/07/2012 12:00:00 AM,17:10,2012,4,7,17,10,5,Slight Injury,NT,Nose to Tail Collision,2,3,0,0,0,0,0,CARS,"(51.462966999999999, -2.5712706999999999)"
04/01/2012 12:00:00 AM,01:50,2012,4,1,1,50,6,Slight Injury,A,Adult Pedestrian Injury,1,1,1,0,0,0,0,A,"(51.454653, -2.6029589)"
04/11/2012 12:00:00 AM,18:55,2012,4,11,18,55,2,Serious Injury,HO,Head On Collision,2,3,0,0,0,0,0,CARS,"(51.414585000000002, -2.5539439000000002)"
04/09/2012 12:00:00 AM,14:29,2012,4,9,14,29,0,Slight Injury,J2,Turning movement from minor road,2,2,0,0,0,0,0,CARS,"(51.467089999999999, -2.6077439999999998)"
03/24/2012 12:00:00 AM,16:30,2012,3,24,16,30,5,Serious Injury,NONE,Other,2,1,0,0,0,0,0,CARS,"(51.435324000000001, -2.5587263999999998)"
03/25/2012 12:00:00 AM,14:30,2012,3,25,14,30,6,Slight Injury,J,Turning movement with unidentified Priority,2,2,0,0,0,2,0,CARS,"(51.485171000000001, -2.6768820999999998)"
03/24/2012 12:00:00 AM,15:40,2012,3,24,15,40,5,Serious Injury,J,Turning movement with unidentified Priority,2,1,0,1,0,0,0,CYC,"(51.481532999999999, -2.6038895000000002)"
04/18/2012 12:00:00 AM,09:00,2012,4,18,9,0,2,Slight Injury,J2,Turning movement from minor road,2,3,0,0,0,0,0,CARS,"(51.466842, -2.5311979)"
03/28/2012 12:00:00 AM,08:43,2012,3,28,8,43,2,Slight Injury,J2,Turning movement from minor road,2,1,0,0,0,0,0,CARS,"(51.461885000000002, -2.5237129)"
04/14/2012 12:00:00 AM,10:20,2012,4,14,10,20,5,Slight Injury,J2,Turning movement from minor road,2,1,0,0,1,0,0,MCYC,"(51.425578000000002, -2.5807859)"
04/11/2012 12:00:00 AM,19:27,2012,4,11,19,27,2,Slight Injury,J,Turning movement with unidentified Priority,2,1,0,0,1,0,0,MCYC,"(51.476000999999997, -2.5339249000000001)"
03/31/2012 12:00:00 AM,20:50,2012,3,31,20,50,5,Slight Injury,A,Adult Pedestrian Injury,1,1,1,0,0,0,0,A,"(51.456001999999998, -2.5814455999999999)"
04/05/2012 12:00:00 AM,17:45,2012,4,5,17,45,3,Slight Injury,J1,Turning movement from major road,2,2,0,0,0,0,0,CARS,"(51.457898999999998, -2.5631617000000002)"
04/06/2012 12:00:00 AM,22:34,2012,4,6,22,34,4,Slight Injury,NT,Nose to Tail Collision,2,1,0,0,0,0,0,CARS,"(51.460315999999999, -2.5908419999999999)"
04/18/2012 12:00:00 AM,15:10,2012,4,18,15,10,2,Slight Injury,J1,Turning movement from major road,2,3,0,0,0,0,0,CARS,"(51.425992000000001, -2.6193521)"
04/22/2012 12:00:00 AM,00:38,2012,4,22,0,38,6,Slight Injury,LC,Loss Of Control,6,1,0,0,0,0,0,CARS,"(51.435029999999998, -2.5524505999999998)"
03/17/2012 12:00:00 AM,00:50,2012,3,17,0,50,5,Slight Injury,NT,Nose to Tail Collision,2,1,0,0,0,0,0,CARS,"(51.446927000000002, -2.6085410000000002)"
04/15/2012 12:00:00 AM,16:54,2012,4,15,16,54,6,Slight Injury,NONE,Other,2,1,0,1,0,0,0,CYC,"(51.507460000000002, -2.6031084999999998)"
04/21/2012 12:00:00 AM,13:58,2012,4,21,13,58,5,Serious Injury,A,Adult Pedestrian Injury,1,1,1,0,0,0,0,A,"(51.448571000000001, -2.5840133000000001)"
04/13/2012 12:00:00 AM,14:00,2012,4,13,14,0,4,Slight Injury,A,Adult Pedestrian Injury,1,1,1,0,0,0,0,A,"(51.461618000000001, -2.5271644000000002)"
04/15/2012 12:00:00 AM,01:55,2012,4,15,1,55,6,Slight Injury,NONE,Other,1,1,0,0,0,0,0,CARS,"(51.458046000000003, -2.5624150999999999)"
03/03/2012 12:00:00 AM,22:30,2012,3,3,22,30,5,Serious Injury,J2,Turning movement from minor road,2,1,0,1,0,0,0,CYC,"(51.454326999999999, -2.5838852999999999)"
03/06/2012 12:00:00 AM,17:30,2012,3,6,17,30,1,Slight Injury,NT,Nose to Tail Collision,3,1,0,0,0,0,0,CARS,"(51.476039, -2.5679639999999999)"
03/04/2012 12:00:00 AM,03:30,2012,3,4,3,30,6,Slight Injury,NONE,Other,2,1,0,0,0,0,0,CARS,"(51.462721000000002, -2.5900238)"
02/25/2012 12:00:00 AM,17:00,2012,2,25,17,0,5,Slight Injury,J,Turning movement with unidentified Priority,2,1,0,1,0,0,0,CYC,"(51.456828999999999, -2.6200285999999999)"
03/06/2012 12:00:00 AM,07:05,2012,3,6,7,5,1,Slight Injury,J1,Turning movement from major road,2,1,0,0,0,0,0,CARS,"(51.460839999999997, -2.5420099999999999)"
03/08/2012 12:00:00 AM,10:00,2012,3,8,10,0,3,Slight Injury,NONE,Other,2,1,0,0,0,0,0,CARS,"(51.461846999999999, -2.5630663999999999)"
03/04/2012 12:00:00 AM,18:09,2012,3,4,18,9,6,Slight Injury,LC,Loss Of Control,1,1,0,0,0,0,0,CARS,"(51.485489999999999, -2.5469829000000002)"
02/12/2012 12:00:00 AM,17:53,2012,2,12,17,53,6,Serious Injury,A,Adult Pedestrian Injury,1,1,1,0,0,0,0,A,"(51.482747000000003, -2.6141445999999999)"
03/01/2012 12:00:00 AM,17:43,2012,3,1,17,43,3,Slight Injury,C,Child Pedestrian Injury,1,1,1,0,0,1,0,C,"(51.406872999999997, -2.5990090000000001)"
02/24/2012 12:00:00 AM,10:00,2012,2,24,10,0,4,Slight Injury,J,Turning movement with unidentified Priority,2,1,0,1,0,0,0,CYC,"(51.467761000000003, -2.5944077000000001)"
03/03/2012 12:00:00 AM,23:30,2012,3,3,23,30,5,Slight Injury,A,Adult Pedestrian Injury,1,1,1,0,0,0,0,A,"(51.454295999999999, -2.6024649000000002)"
02/24/2012 12:00:00 AM,17:20,2012,2,24,17,20,4,Slight Injury,J1,Turning movement from major road,2,1,0,1,0,0,0,CYC,"(51.443024000000001, -2.6172084999999998)"
03/11/2012 12:00:00 AM,16:00,2012,3,11,16,0,6,Slight Injury,J1,Turning movement from major road,2,2,0,1,0,0,0,CYC,"(51.453617000000001, -2.6016067999999999)"
02/17/2012 12:00:00 AM,03:15,2012,2,17,3,15,4,Slight Injury,LC,Loss Of Control,2,1,0,0,1,0,0,MCYC,"(51.477707000000002, -2.6082451999999998)"
02/11/2012 12:00:00 AM,00:14,2012,2,11,0,14,5,Slight Injury,A,Adult Pedestrian Injury,1,2,2,0,0,0,0,A,"(51.468257999999999, -2.5666867999999998)"
02/17/2012 12:00:00 AM,18:15,2012,2,17,18,15,4,Slight Injury,NT,Nose to Tail Collision,2,1,0,0,0,0,0,CARS,"(51.448599999999999, -2.5836252000000002)"
03/08/2012 12:00:00 AM,16:24,2012,3,8,16,24,3,Serious Injury,E,Elderly Pedestrian Injury,1,1,1,0,0,0,1,E,"(51.458705000000002, -2.5982626)"
03/07/2012 12:00:00 AM,11:45,2012,3,7,11,45,2,Slight Injury,J2,Turning movement from minor road,2,1,0,0,0,0,1,CARS,"(51.480594000000004, -2.6081683999999998)"
02/10/2012 12:00:00 AM,15:25,2012,2,10,15,25,4,Slight Injury,NT,Nose to Tail Collision,2,2,0,0,0,0,0,CARS,"(51.441324999999999, -2.5765399000000002)"
02/22/2012 12:00:00 AM,07:20,2012,2,22,7,20,2,Slight Injury,LC,Loss Of Control,1,1,0,0,0,0,0,CARS,"(51.412334999999999, -2.5947524)"
03/14/2012 12:00:00 AM,17:14,2012,3,14,17,14,2,Slight Injury,J2,Turning movement from minor road,2,1,0,0,0,0,0,CARS,"(51.486336999999999, -2.5856479999999999)"
03/14/2012 12:00:00 AM,23:00,2012,3,14,23,0,2,Slight Injury,J,Turning movement with unidentified Priority,2,2,0,0,0,0,0,CARS,"(51.447657999999997, -2.5905203000000001)"
03/08/2012 12:00:00 AM,14:35,2012,3,8,14,35,3,Slight Injury,NT,Nose to Tail Collision,2,1,0,0,0,1,0,CARS,"(51.453713, -2.5914907)"
03/17/2012 12:00:00 AM,17:00,2012,3,17,17,0,5,Slight Injury,NT,Nose to Tail Collision,2,2,0,0,0,0,0,CARS,"(51.468339, -2.5795438000000002)"
03/18/2012 12:00:00 AM,05:13,2012,3,18,5,13,6,Slight Injury,A,Adult Pedestrian Injury,1,1,1,0,0,0,0,A,"(51.460344999999997, -2.5704319)"
05/15/2012 12:00:00 AM,17:20,2012,5,15,17,20,1,Slight Injury,J,Turning movement with unidentified Priority,2,1,0,0,0,0,0,CARS,"(51.434618999999998, -2.6013283999999999)"
05/14/2012 12:00:00 AM,17:20,2012,5,14,17,20,0,Slight Injury,J,Turning movement with unidentified Priority,2,1,0,0,0,0,0,CARS,"(51.434019999999997, -2.5662484999999999)"
06/02/2012 12:00:00 AM,21:35,2012,6,2,21,35,5,Slight Injury,J,Turning movement with unidentified Priority,2,1,0,1,0,0,0,CYC,"(51.469101999999999, -2.5978083000000001)"
06/22/2012 12:00:00 AM,15:15,2012,6,22,15,15,4,Slight Injury,C,Child Pedestrian Injury,1,1,1,0,0,1,0,C,"(51.507752000000004, -2.6244806000000001)"
05/29/2012 12:00:00 AM,17:40,2012,5,29,17,40,1,Slight Injury,J,Turning movement with unidentified Priority,3,1,0,0,0,0,0,CARS,"(51.435817999999998, -2.5682561000000002)"
06/11/2012 12:00:00 AM,08:20,2012,6,11,8,20,0,Slight Injury,LC,Loss Of Control,2,1,0,0,0,0,0,CARS,"(51.491844999999998, -2.6560666999999998)"
06/07/2012 12:00:00 AM,10:35,2012,6,7,10,35,3,Slight Injury,J,Turning movement with unidentified Priority,2,1,0,0,0,0,0,CARS,"(51.466644000000002, -2.5211329)"
06/28/2012 12:00:00 AM,16:40,2012,6,28,16,40,3,Slight Injury,A,Adult Pedestrian Injury,1,1,1,0,0,0,0,A,"(51.462454999999999, -2.5892575)"
06/28/2012 12:00:00 AM,19:15,2012,6,28,19,15,3,Slight Injury,C,Child Pedestrian Injury,1,2,2,0,0,1,0,C,"(51.464165000000001, -2.5633397000000002)"
06/14/2012 12:00:00 AM,10:50,2012,6,14,10,50,3,Slight Injury,A,Adult Pedestrian Injury,1,1,1,0,0,0,0,A,"(51.478273999999999, -2.5796553000000002)"
06/05/2012 12:00:00 AM,15:45,2012,6,5,15,45,1,Slight Injury,NT,Nose to Tail Collision,2,2,0,0,0,1,0,CARS,"(51.485846000000002, -2.5795642000000001)"
06/29/2012 12:00:00 AM,12:30,2012,6,29,12,30,4,Slight Injury,J,Turning movement with unidentified Priority,2,1,0,0,0,0,0,CARS,"(51.474857, -2.5612971999999998)"
06/07/2012 12:00:00 AM,13:50,2012,6,7,13,50,3,Slight Injury,A,Adult Pedestrian Injury,1,1,1,0,0,0,0,A,"(51.473857000000002, -2.5561017000000001)"
06/29/2012 12:00:00 AM,18:30,2012,6,29,18,30,4,Slight Injury,J2,Turning movement from minor road,2,1,0,0,0,0,0,CARS,"(51.475015999999997, -2.5249576)"
06/30/2012 12:00:00 AM,09:30,2012,6,30,9,30,5,Slight Injury,J2,Turning movement from minor road,2,1,0,1,0,0,0,CYC,"(51.459597000000002, -2.550214)"
06/07/2012 12:00:00 AM,06:53,2012,6,7,6,53,3,Slight Injury,J1,Turning movement from major road,2,1,0,0,1,0,0,MCYC,"(51.506473999999997, -2.6281804000000002)"
07/02/2012 12:00:00 AM,11:05,2012,7,2,11,5,0,Slight Injury,A,Adult Pedestrian Injury,1,1,1,0,0,0,0,A,"(51.457073000000001, -2.5956361000000001)"
06/12/2012 12:00:00 AM,16:40,2012,6,12,16,40,1,Slight Injury,E,Elderly Pedestrian Injury,1,1,1,0,0,0,1,E,"(51.443547000000002, -2.5943233999999999)"
06/17/2012 12:00:00 AM,08:25,2012,6,17,8,25,6,Slight Injury,LC,Loss Of Control,1,1,0,0,0,0,0,CARS,"(51.466087000000002, -2.5290154)"
07/02/2012 12:00:00 AM,11:50,2012,7,2,11,50,0,Slight Injury,J,Turning movement with unidentified Priority,2,1,0,0,0,0,0,CARS,"(51.486744999999999, -2.6095896000000001)"
07/03/2012 12:00:00 AM,10:10,2012,7,3,10,10,1,Slight Injury,PV,Public Service Vehicle Passenger Injury - No Collision,1,1,0,0,0,0,0,CARS,"(51.455638, -2.5842331000000001)"
06/09/2012 12:00:00 AM,17:44,2012,6,9,17,44,5,Slight Injury,NONE,Other,2,2,0,0,0,0,1,CARS,"(51.513151000000001, -2.6518766999999999)"
07/03/2012 12:00:00 AM,22:20,2012,7,3,22,20,1,Slight Injury,J,Turning movement with unidentified Priority,2,1,0,0,0,0,0,CARS,"(51.429004999999997, -2.6139557)"
07/07/2012 12:00:00 AM,15:54,2012,7,7,15,54,5,Slight Injury,J2,Turning movement from minor road,2,1,0,0,1,0,0,MCYC,"(51.459468000000001, -2.5490034000000001)"
07/09/2012 12:00:00 AM,09:21,2012,7,9,9,21,0,Serious Injury,NONE,Other,2,1,0,1,0,0,0,CYC,"(51.466379000000003, -2.5776906999999998)"
07/02/2012 12:00:00 AM,11:30,2012,7,2,11,30,0,Slight Injury,LC,Loss Of Control,2,4,0,0,0,0,0,CARS,"(51.467511999999999, -2.5721769000000001)"
06/23/2012 12:00:00 AM,22:57,2012,6,23,22,57,5,Slight Injury,A,Adult Pedestrian Injury,1,1,1,0,0,0,0,A,"(51.453470000000003, -2.5969131999999999)"
06/22/2012 12:00:00 AM,14:30,2012,6,22,14,30,4,Slight Injury,E,Elderly Pedestrian Injury,1,1,1,0,0,0,1,E,"(51.442051999999997, -2.5966491999999999)"
07/10/2012 12:00:00 AM,17:30,2012,7,10,17,30,1,Slight Injury,NT,Nose to Tail Collision,2,1,0,0,0,0,0,CARS,"(51.421151999999999, -2.5811613000000002)"
07/11/2012 12:00:00 AM,13:55,2012,7,11,13,55,2,Slight Injury,A,Adult Pedestrian Injury,1,1,1,0,0,0,0,A,"(51.451808, -2.5876812)"
07/02/2012 12:00:00 AM,16:30,2012,7,2,16,30,0,Slight Injury,J1,Turning movement from major road,2,1,0,0,0,0,0,CARS,"(51.462051000000002, -2.5540723999999999)"
06/14/2012 12:00:00 AM,09:20,2012,6,14,9,20,3,Slight Injury,J2,Turning movement from minor road,2,1,0,1,0,0,0,CYC,"(51.462738999999999, -2.5864254)"
07/04/2012 12:00:00 AM,08:15,2012,7,4,8,15,2,Slight Injury,C,Child Pedestrian Injury,1,1,1,0,0,1,0,C,"(51.432935999999998, -2.5709247)"
07/12/2012 12:00:00 AM,17:30,2012,7,12,17,30,3,Slight Injury,J1,Turning movement from major road,2,1,0,1,0,0,0,CYC,"(51.459204, -2.5359886)"
06/24/2012 12:00:00 AM,18:52,2012,6,24,18,52,6,Slight Injury,J1,Turning movement from major road,2,1,0,1,0,1,0,CYC,"(51.458303999999998, -2.6183646)"
07/13/2012 12:00:00 AM,18:00,2012,7,13,18,0,4,Slight Injury,O,Overtaking,2,1,0,1,0,0,0,CYC,"(51.496352999999999, -2.6206801999999998)"
06/25/2012 12:00:00 AM,13:12,2012,6,25,13,12,0,Slight Injury,J1,Turning movement from major road,2,1,0,0,0,0,0,CARS,"(51.462372000000002, -2.5860751999999998)"
07/16/2012 12:00:00 AM,11:50,2012,7,16,11,50,0,Slight Injury,NT,Nose to Tail Collision,2,1,0,0,1,0,0,MCYC,"(51.450560000000003, -2.6084310999999998)"
07/07/2012 12:00:00 AM,14:30,2012,7,7,14,30,5,Slight Injury,NT,Nose to Tail Collision,2,2,0,0,0,0,0,CARS,"(51.459802000000003, -2.5466468999999998)"
